id,text
56f38ac4-b000-4f58-84df-4996ef7e8a57,developer proses baik kembang ubah tingkat aplikasi efesien mudah erti minim bugberkontribusi fase sdlcmembuat dokumentasi teknis proses baik kembang ubah tingkat paham teknologi informasi paham industri kerjasama tim ahli teknologi problem solving
3fb69535-5f45-494b-9e6a-cee8b3dabdca,seo specialist bangun implementasi strategi seo tingkat organic trafficmengidentifikasi keyword artikelkonten website hasil traffic tinggimelakukan optimasi onsite tingkat click rate ctrmonitoring evaluasi seo performance dasar key metricsmelakukan riset kunci tools seo ahrefs google trends keyword planner semrushmenganalisa website sudut pandang mesin cari user maksimal optimasi websitemembuat lapor perinci kerja website dioptimasimeningkatkan tahan aspek profil traffic interaksi guna tentu ranking web mesin pencarianmengkoordinasikan kait digital marketing channelberkolaborasi tim content writer buat desain content seo analythic skills critical thinking
16a54d42-57ad-4857-aa57-0f4c532eec4a,content writer rancang content planning bulanmembuat konten artikel halaman blog sesuai standar seo friendlymengelola artikel wordpressmengerjakan aktivitas keyword research optimasi kontenmembuat report analisa performa website seo writing content writing wordpress google workspace
28356c77-697b-4b6d-8dcb-2e25cac9f738,visual designer position intern visual designerinternship period march july 2024key responsibilities1collaborate creative team conceptualize design visually appealing graphics various projects2assist creating marketing materials including social media graphics promotional banners visual content3work design software bring ideas life ensure cohesive visual identity4support development engaging innovative designs digital print media5contribute brainstorming sessions provide creative input design projects6assist maintaining brand consistency across visual elementsqualifications1currently enrolled relevant undergraduate program graphic design visual communication fine arts related fields2proficiency graphic design software adobe creative suite photoshop illustrator indesign3strong creativity keen eye detail visual design4passion staying updated design trends emerging technologies5excellent communication collaboration skills6ability work within team take constructive feedback positivelybenefits1gain handson experience graphic design within dynamic creative environment2work closely supportive team learn experienced professionals3opportunity skill development networking within creative industry4certificate internship upon successful completionwe excited welcome passionate individuals eager contribute creative flair world design pt shakran kreasi indonesiapt shakran kreasi indonesiajalan kyai ahmad sahid pokoh wedomartani ngemplak slemanyogyakarta indonesia 55584 karirshakrankreativecom cc creativeshakrankreasicom komunikasi operasional kreatif administrasi
e0a8e3bf-d372-45be-b666-0a374193c014,tech writer general requirementspendidikan minimal smasmksederajat d3s1 jurusanmemiliki laptop pribadilama magang minimal 4 bulanpenempatan kota malangdapat individu timmemiliki mampu bahasa inggris verbal oralmenguasai program microsoft officemampu komunikasi baikmampu dokumen butuh projectlatar jurus informatikasistem informasimemiliki tahu terampil teknologi komputer bahasa pemrograman teknik olah datamemiliki terampil alat teknik kembang aplikasi software hardware teknologi komunikasi data bahasabahasa pemrograman sistem operasimemiliki tahu user bisnis umummampu operasi drawio figmajob descriptionmembuat dokumen teknis aplikasi business process user flow sesuai arah system analystmembuat laporandokumentasi projectmembuat panduanguide produkproject drawio figma user flow ms office
6f8d76a0-9bf8-455b-8ae8-0f387c0ee53d,manajerial intern serta ajar acting supervisor departemen jalan tugastugas operasional cabang klinik gigib financec human resources developmentd purchasinge marketingpeserta sempat ajar laksana tugastugas managerial bawah bimbing orangorang alam sedia khusus konsultasi ajar kembang kompetensi managerialpeserta lengkap fasilitas laptop perusahaanjam kerja senin jumat0800 1700 wiblokasi jalan alternatif cibubur ruko city walk citra grand blok cw 7 no20 jatisampurna bekas administrasi operasional komunikasi kreatif managerial
ba888e0a-a61e-471f-8e2b-32badfb8a32c,internship admin financeyogyakarta analisa transaksi uang day daymelakukan pemprosesan transaksi dashboard excelmelakukan dokumentasi evidence transaksi financemelakukan buat summary transaksi masuk mingguanrequirementlulusan smk akuntansiperkantoran mahasiswa tingkat jurus administrasi kantor akuntansiberpengalaman bidang administratifpengarsipandapat operasi komputer basic ms officerajin teliti cekat rapikomunikatifbersedia work office kantor yogyakarta
e63e51d1-a68e-4980-ab35-6c7a9dfed3be,kol specialist intern seeking dynamic enthusiastic individual join team kol key opinion leader specialist intern internship offers exciting opportunity gain handson experience influencer marketing digital branding within organization pt dipdop universe corpresponsibilitiesidentifying researching key opinion leaders assist identifying potential key opinion leaders kols across various industries social media platforms conduct research evaluate relevance reach engagement target audiencesbuilding maintaining relationships support kol specialist establishing maintaining relationships identified influencers assist communication efforts including outreach negotiation coordination partnerships collaborationscontent coordination assist coordinating content creation delivery schedules kols ensuring alignment brand objectives messaging monitor content performance provide insights optimizationcampaign support collaborate crossfunctional teams support execution influencer marketing campaigns assist campaign planning tracking reporting activitiesmarket analysis conduct market analysis stay updated industry trends best practices influencer marketing provide recommendations enhancing influencer strategies tacticsqualificationscurrently enrolled bachelors masters degree program marketing communications business related fieldstrong interest influencer marketing digital branding social mediaexcellent communication interpersonal skillsdetailoriented strong organizational time management abilitiesproficiency microsoft office suite word excel powerpointability work independently well collaboratively team environmentdurationthis internship 3month commitment possibility extension based performance organizational needs internship provide valuable handson experience opportunity contribute meaningful projects within companybenefitshandson experience influencer marketing digital brandingexposure industry professionals networking opportunitiesopportunity contribute impactful projects campaignsmentorship guidance experienced professionals fieldpotential career advancement within organization based performance availability positionsapplication instructionsto apply kol specialist intern position please submit resume cover letter outlining interest influencer marketing suitable candidate internship additionally include relevant experience coursework related marketing communications digital media
c1dd08f6-91fc-4ae7-b226-f07977741175,artifisial intelegent business marketing giat magang mahasiswa bidang artificial intelligence marketing umkmtingkatkan potensi umkm artificial intelligencetotal media buka sempat magang mahasiswa kontribusi kembang terap artificial intelligence ai bantu umkm indonesiadi program magang ajar praktik teknik ai bantu umkm tingkat strategi marketing sepertianalisis data konsumenkamu ajar ai analis data konsumen paham butuh merekapersonalisasi marketingkamu ajar ai personalized marketing campaigns efektifchatbots virtual assistantskamu ajar bangun chatbots virtual assistants bantu umkm layan langgan merekarekomendasi produkkamu ajar ai rekomendasi produk relevan pelangganotomasi marketingkamu ajar ai otomatisasi tugastugas marketing berulangbenefit magangmendapatkan alam kerja nyata bidang ai marketingkamu ajar praktisi ai marketing berpengalamanmeningkatkan skill ai marketingkamu latih workshop tingkat skill ai marketingmumembangun portfolio ai marketingkamu sempat project nyata bangun portfolio ai marketingmumendapatkan jaring profesionalkamu temu orang bidang ai marketing bangun jaring profesionalmuberkontribusi bantu umkmkamu bantu umkm indonesia tingkat strategi marketing kembang bisnis merekapersyaratan magangmahasiswa semester 5 6 jurus ilmu komputer teknik informatika ekonomi bisnis multimedia jurus relevanmemiliki passion bidang ai marketingmemiliki mampu komunikasi interpersonal baikmampu mandiri timmemiliki laptop koneksi internet stabildurasi magang6 diperpanjangwaktu magang0800 1700 wiblokasi magangjalan raya gadung 5 margomulyo wage taman sidoarjopendaftaran magangkirimkan cv surat lamar asabarakagmailcomdengan subjek magang ai marketing umkmayo lewat sempat emas tingkat skill ai marketingmu kontribusi bantu umkm indonesiatunggu daftar
1bd7f429-2560-4a72-bd35-d23390e860d3,desain grafis jobdescmendesain jersey clothing merchandisemendesain corelkreatifbenefit jam kerja flexiblesertifikat magang kreatif komunikasi desain grafis
25b99c84-c7e6-4203-92eb-d6382768e0fe,konten kreator kelola konten instagram tiktok edit konten reelsvideo capcut konten konten tarik orang beli produk story giat putar bisnis apparel merchandising kreatif komunikasi paham industri paham pasar pasar produk
bcafc524-64f5-4038-aeb8-566144f44da9,desain grafis desain apparel merchandising kreatif komunikasi kerjasama tim paham industri
5a197486-4116-4344-9b32-eba07e3ace32,illustrator gambar style kartun butuh apparel merchandise sosmed wajib laptop tablet kreatif komunikasi desain grafis kerjasama tim kreativitas paham industri
58f4c07e-1fb3-420a-b9cf-149dadb41e7c,marketing produk ikan asin utama berasaltinggal leupunglhoknga sekitarnyapersyaratanmahasiswa aktif program studi kait manajemen pasar komunikasi bidang terkaitmemiliki minat passion bidang pemasarankemampuan komunikasi presentasi baikkreatif proaktif milik mampu problemsolving baikmampu mandiri timmemiliki tahu dasar media sosial analisis pasar nilai tambahtugas tanggung jawabmembantu rencana laksana strategi pasar produkproduk umkmmembuat konten pasar posting media sosial artikel blog materi promosi lainnyamendukung giat promosi acara pasar online offlineberpartisipasi temu tim kontribusi diskusi brainstormingbenefitkesempatan ajar langsung praktisi bidang pemasaranpengalaman magang harga kaya portofolio andasertifikat magang rekomendasi natural acehkemungkinan gabung karyawan penuh selesai magang penuh kriteria tetap operasional kreatif administrasi komunikasi
01173b7a-db7d-41c5-af63-0c65fb6666cb,kelola bank sampah tempat wcp etikbrohyak natural aceh desa alue naga banda acehpenerimaan pilah sampah mahasiswa libat terima sampah masyarakat kumpul sampah pilah pisah sampah organik nonorganik material daur ulang sesuai prosedur ditetapkanpengelolaan inventarisasi catat mahasiswa bantu catat inventarisasi sampah masuk bank sampah catat jenis sampah volume usul transparansi akuntabilitas kelola sampahpengolahan pemrosesan sampah mahasiswa ajar proses olah sampah komposisi sampah organik madat sampah nonorganik kelola limbah bahaya libat operasi alat olah mesin cacah aduk kompos mesin daur ulangpendidikan suluh masyarakat mahasiswa bantu selenggara giat suluh didik masyarakat kelola sampah praktik daur ulang liput suluh langsung workshop kampanye sosial komunitas setempatpengelolaan uang administrasi mahasiswa libat kelola uang sederhana catat pasu jual sampah daur ulang dapat layan sedia bank sampah bantu susun lapor uang sederhanapengembangan inisiatif lanjut mahasiswa milik sempat kembang ide inisiatif tingkat efisiensi dampak positif bank sampah kembang program incentivasi masyarakat daur ulang inovasi proses olah sampahkerjasama eksternal mahasiswa interaksi eksternal perintah lokal organisasi nirlaba usaha swasta luas jaring dukung giat bank sampah komunikasi operasional administrasi kreatif
fbb97155-3d41-4870-9cac-4a8db61d24c3,junior software developer pasar digital giat magangbootcamp 3 mingguseleksi tempat real projectlatihan mini project 2 minggu latih programmer pasar digital implementator aplikasi erp akuntansiikut tim real project software pasar digital 7 minggureal project usaha rekan sesuai seleksi umkm rekan sesuai seleksicek portofolio pt des green nusantara komunikasi administrasi kreatif operasional
342f70f8-1596-4d25-8fd3-66a2adede37c,3d modeler designer 3d designer bidang engineering perangkal lunak professional giat liput gali ide desain konsep drafting 3d modeling simulasi kalkulasi terampil presentasi kerjasama tim engineering drawing drafting 3d modeling 3d printing 3d simulation additive manufacturing
c57be8a6-799b-4ce8-95c5-2da1f622349c,project management officer internship pantau kembang proyek berkalamemberikan lapor maju tim manajemen proyekmengelola dokumentasi proyek rencana proyek lapor status dokumen lainnyaberadaptasi kembang teknologi pengaruh laksana proyekdapat hadir rapat darurat rakit project administrasi kreatif operasional komunikasi manajemen proyek manajemen sumber daya manusia manajemen risiko paham lingkung bisnis
449ad3eb-ea94-40aa-8a21-b4d27611660d,fasilitator didik ruang riang persyaratanmahasiswa aktif program studi didik bidang terkaitminat komitmen didik anakanak ajar pusat siswakemampuan komunikasi interaksi anakanakkreatif inovatif hasil ideide kaya proses pembelajarankemampuan tim kelola kelas efektiftugas tanggung jawabmendukung guru rencana laksana giat ajar bas butuh minat siswamembantu sedia sumber ajar tarik variasi sesuai kurikulum sekolahmendampingi siswa jalan giat ajar kelas ekskursi giat praktik lapanganmembantu pantau kembang ajar siswa catat maju tantang dihadapiberpartisipasi rapat tim guru giat kembang profesional tingkat kualitas pembelajaranbenefitpengalaman praktis didik anakanak kelola kelaskesempatan ajar langsung guruguru alam ruang riangsertifikat magang rekomendasi ruang riangkesempatan luas jaring profesional dunia pendidikankontribusi positif maju didik alternatif inklusif masyarakat kreatif administrasi komunikasi operasional
35e62c58-0711-4225-9135-08897fdcc81d,kelola web konten pelihara baru konten website mahasiswa tanggung pelihara baru konten website organisasi atur edit baru teks gambar video sesuai butuh organisasi langsung akurat informasi disajikanpengembangan sunting konten mahasiswa libat kembang konten website tulis artikel blog berita kait organisasi sunting format konten kirim anggota tim kontributor eksternaloptimisasi seo mahasiswa bantu optimal konten website mesin cari seo ajar praktik baik seo terap tulis konten guna kunci struktur halaman tingkat peringkat visibilitas websiteanalisis kerja website mahasiswa alat analisis web google analytics lacak kerja website lintas unjung perilaku guna metrik kait bantu susun lapor kerja rekomendasi baik dasar data dianalisismanajemen media sosial mahasiswa libat manajemen media sosial organisasi bagi konten website platform media sosial facebook twitter instagram libat buat jadwal posting interaksi ikut pantau respons penggunakolaborasi tim mahasiswa tim internal tim pasar komunikasi konsistensi brand pesan organisasi website platform media sosial kolaborasi tim teknis pecah teknis baik kurang websitepembelajaran lanjut magang mahasiswa milik sempat libat latih ajar lanjut bidang kelola web konten sempat kembang terampil teknis kreatif tangan website organisasi administrasi komunikasi operasional kreatif
fcb34767-5d42-4017-a07b-ebb2ab4855f4,asisten kembang bisnis sosial startup paham dalam model bisnis sosial mahasiswa libat analisis dalam model bisnis sosial usaha startup paham tuju sosial usaha struktur dana usaha manfaat dekat bisnis lanjut capai dampak sosial diinginkanpenelitian pasar analisis saing mahasiswa bantu teliti pasar paham tren industri butuh langgan saing sektor bisnis sosial libat analisis swot strengths weaknesses opportunities threats bantu usaha oleh wawas dalam posisi pasarpengembangan rencana bisnis mahasiswa libat susun kembang rencana bisnis komprehensif usaha startup sosial cakup identifikasi sumber daya rumus strategi tumbuh tetap tuju jangka pendek panjangkemitraan jaring mahasiswa bantu identifikasi bangun mitra strategis organisasi lembaga perintah mang penting libat komunikasi proaktif mitra potensial kelola hubung adapelaksanaan inisiatif pasar promosi mahasiswa dukung rencana laksana inisiatif pasar promosi tingkat visibilitas kenal merek usaha startup sosial liput kembang materi pasar manajemen media sosial partisipasi acara promosievaluasi kerja lapor mahasiswa libat evaluasi kerja bisnis dampak sosial usaha startup sosial libat kumpul data analisis kerja susun lapor merinci capai tantang dihadapikolaborasi tim ajar lanjut mahasiswa kolaboratif tim kembang bisnis sosial dukung capai tuju usaha milik sempat libat diskusi strategis sharing ide ajar lanjut praktik baik bisnis sosial komunikasi operasional administrasi kreatif
c09362e1-90b0-407b-a07e-21e2e25b471a,fotografer ambil foto rencana ambil foto sesuai butuh proyek acara foto produk potret acara giat lainnyamengelola alat fotografi alat fotografi kondisi kamera lensa tripod lengkap bersih rawat alat teraturmenangkap momen ambil gambar tangkap momenmomen tarik acara giat perhati komposisi cahaya sudut ambil gambar optimalmengedit foto olah edit foto perangkat lunak edit foto adobe photoshop lightroom tingkat kualitas warna tampil gambarmenjaga konsistensi gaya gaya fotografi konsisten merek visi jaga kualitas estetika konsisten fotoberkolaborasi tim tim desainer grafis manajer konten tim pasar penuh butuh proyek capai tuju ditetapkanmengelola arsip foto atur simpan fotofoto organisir sistem simpan sesuai katalog foto metadata relevan mudah cari guna kembalimematuhi atur etika fotografi paham patuh atur etika fotografi hak cipta privasi subjek tentu hukum kait guna fotomengembangkan terampil asah terampil fotografi latih eksperimen ajar teknikteknik tren baru industri fotografimenerima perhati umpan terima umpan klien guna foto positif konstruktif informasi tingkat kualitas puas langgan komunikasi kreatif operasional administrasi
9760fdd5-82a3-4a01-a6f2-2485ce5aeffe,streamer konten rencana konten streaming gameplay diskusi tunjuk khusus sesuai target audiensmengelola siar tangan aspek teknis siar langsung atur perangkat lunak streaming atur audio video tangan teknis muncul siaranberinteraksi tonton interaksi tonton obrol langsung siar respons komentar bangun hubung komunitasmemajukan channel promosi siar langsung kanal streaming media sosial forum platform tarik tonton tingkat hadir onlinemenjaga konsistensi ikut jadwal streaming konsisten tetap jadwal siar langsung tonton andal hadir teraturmemantau kerja analis data statistik streaming paham kerja konten paham preferensi tonton sesuai strategis diperlukanmengembangkan terampil asah terampil main game bicara kamera bangun komunitas online tingkat kualitas daya tarik siar langsungberkolaborasi tim tim proyek acara khusus produser desainer grafis manajer konten hasil siar kualitas tinggimematuhi atur bijak siar aktivitas streaming patuh atur bijak tetap platform streaming hukum berlakumenjaga profesionalisme sikap profesional interaksi tonton kolega mitra jaga citra positif merek wakil administrasi operasional komunikasi kreatif
4aab07e9-abb6-464c-8e66-3e823561dcd9,kelola web konten pelihara baru konten website mahasiswa tanggung pelihara baru konten website organisasi atur edit baru teks gambar video sesuai butuh organisasi langsung akurat informasi disajikanpengembangan sunting konten mahasiswa libat kembang konten website tulis artikel blog berita kait organisasi sunting format konten kirim anggota tim kontributor eksternaloptimisasi seo mahasiswa bantu optimal konten website mesin cari seo ajar praktik baik seo terap tulis konten guna kunci struktur halaman tingkat peringkat visibilitas websiteanalisis kerja website mahasiswa alat analisis web google analytics lacak kerja website lintas unjung perilaku guna metrik kait bantu susun lapor kerja rekomendasi baik dasar data dianalisismanajemen media sosial mahasiswa libat manajemen media sosial organisasi bagi konten website platform media sosial facebook twitter instagram libat buat jadwal posting interaksi ikut pantau respons penggunakolaborasi tim mahasiswa tim internal tim pasar komunikasi konsistensi brand pesan organisasi website platform media sosial kolaborasi tim teknis pecah teknis baik kurang websitepembelajaran lanjut magang mahasiswa milik sempat libat latih ajar lanjut bidang kelola web konten sempat kembang terampil teknis kreatif tangan website organisasi operasional kreatif administrasi komunikasi
5b5960e0-7d2b-40e5-9736-5932a51da609,marketing persyaratanmahasiswa aktif program studi kait manajemen pasar komunikasi bidang terkaitmemiliki minat passion bidang pemasarankemampuan komunikasi presentasi baikkreatif proaktif milik mampu problemsolving baikmampu mandiri timmemiliki tahu dasar media sosial analisis pasar nilai tambahtugas tanggung jawabmembantu rencana laksana strategi pasar produkproduk umkmmembuat konten pasar posting media sosial artikel blog materi promosi lainnyamendukung giat promosi acara pasar online offlineberpartisipasi temu tim kontribusi diskusi brainstormingbenefitkesempatan ajar langsung praktisi bidang pemasaranpengalaman magang harga kaya portofolio andasertifikat magang rekomendasi natural acehkemungkinan gabung karyawan penuh selesai magang penuh kriteria tetap kreatif administrasi komunikasi operasional
ccfaffa1-64b3-437d-91f1-7aa5e02a51f0,food rd research development persyaratanmahasiswa aktif program studi kait teknik industri teknologi pangan bidang terkaitminat passion bidang riset kembang produkkemampuan analisis telitikreatif proaktif milik mampu problemsolving baikmampu mandiri timtugas tanggung jawabmelakukan riset pasar analisis tren dukung kembang produkberkontribusi buat resep formula produkmelakukan uji coba produk evaluasi kualitasmendukung giat kembang produk inovasibenefitkesempatan ajar langsung praktisi bidang riset kembang produkpengalaman magang harga kaya portofolio andasertifikat magang rekomendasi natural acehkemungkinan gabung karyawan penuh selesai magang penuh kriteria tetap kreatif administrasi komunikasi operasional
6c7a9e63-3780-44fe-bbeb-a0847fea3422,asisten kembang bisnis sosial startup asisten kembang bisnis sosial startupdiutamakan tinggalkuliah daerah tempat kota takengonpemahaman dalam model bisnis sosial mahasiswa libat analisis dalam model bisnis sosial usaha startup paham tuju sosial usaha struktur dana usaha manfaat dekat bisnis lanjut capai dampak sosial diinginkanpenelitian pasar analisis saing mahasiswa bantu teliti pasar paham tren industri butuh langgan saing sektor bisnis sosial libat analisis swot strengths weaknesses opportunities threats bantu usaha oleh wawas dalam posisi pasarpengembangan rencana bisnis mahasiswa libat susun kembang rencana bisnis komprehensif usaha startup sosial cakup identifikasi sumber daya rumus strategi tumbuh tetap tuju jangka pendek panjangkemitraan jaring mahasiswa bantu identifikasi bangun mitra strategis organisasi lembaga perintah mang penting libat komunikasi proaktif mitra potensial kelola hubung adapelaksanaan inisiatif pasar promosi mahasiswa dukung rencana laksana inisiatif pasar promosi tingkat visibilitas kenal merek usaha startup sosial liput kembang materi pasar manajemen media sosial partisipasi acara promosievaluasi kerja lapor mahasiswa libat evaluasi kerja bisnis dampak sosial usaha startup sosial libat kumpul data analisis kerja susun lapor merinci capai tantang dihadapikolaborasi tim ajar lanjut mahasiswa kolaboratif tim kembang bisnis sosial dukung capai tuju usaha milik sempat libat diskusi strategis sharing ide ajar lanjut praktik baik bisnis sosial kreatif administrasi komunikasi operasional
daedb896-19d0-494e-8d3d-487b6c91e717,asisten kembang bisnis sosial startup asisten kembang bisnis sosial startupdiutamakan tinggalkuliah daerah tempat kota langsapemahaman dalam model bisnis sosial mahasiswa libat analisis dalam model bisnis sosial usaha startup paham tuju sosial usaha struktur dana usaha manfaat dekat bisnis lanjut capai dampak sosial diinginkanpenelitian pasar analisis saing mahasiswa bantu teliti pasar paham tren industri butuh langgan saing sektor bisnis sosial libat analisis swot strengths weaknesses opportunities threats bantu usaha oleh wawas dalam posisi pasarpengembangan rencana bisnis mahasiswa libat susun kembang rencana bisnis komprehensif usaha startup sosial cakup identifikasi sumber daya rumus strategi tumbuh tetap tuju jangka pendek panjangkemitraan jaring mahasiswa bantu identifikasi bangun mitra strategis organisasi lembaga perintah mang penting libat komunikasi proaktif mitra potensial kelola hubung adapelaksanaan inisiatif pasar promosi mahasiswa dukung rencana laksana inisiatif pasar promosi tingkat visibilitas kenal merek usaha startup sosial liput kembang materi pasar manajemen media sosial partisipasi acara promosievaluasi kerja lapor mahasiswa libat evaluasi kerja bisnis dampak sosial usaha startup sosial libat kumpul data analisis kerja susun lapor merinci capai tantang dihadapikolaborasi tim ajar lanjut mahasiswa kolaboratif tim kembang bisnis sosial dukung capai tuju usaha milik sempat libat diskusi strategis sharing ide ajar lanjut praktik baik bisnis sosial administrasi operasional komunikasi kreatif
