meta,id,name,description,mitra_id,start_period,months_duration,activity_type,location,fields_of_study,quota,min_semester,skills,web_portal,show_salary,mobilization,accommodation,is_applied,wishlist,is_external,external_platform_name,external_platform_logo_url,salary
,56f38ac4-b000-4f58-84df-4996ef7e8a57,Developer,"Melakukan proses perbaikan, pengembangan, perubahan, dan peningkatan pada sebuah aplikasi dengan cara yang efesien, mudah dimengerti dan minim BUG.Berkontribusi dalam semua fase SDLC.Membuat dokumentasi Teknis atas proses perbaikan, pengembangan, perubahan, dan peningkatan yang dikerjakan.",1c3e5f26-9f5d-4266-b5b1-8d152c20cdac,2024-05-01T00:00:00+07:00,6,WFO,Kota Jakarta Barat,"['Teknik Informatika dan Ilmu Komputer', 'Teknik Industri', 'Matematika']",2,5,"['Pemahaman Teknologi Informasi', 'Pemahaman Industri', 'Kerjasama Tim', 'Keahlian Teknologi', 'Problem Solving']",,False,False,False,False,False,False,,,
,3fb69535-5f45-494b-9e6a-cee8b3dabdca,SEO Specialist,"Membangun dan mengimplementasi strategi SEO untuk meningkatkan organic trafficMengidentifikasi keyword dan membuat artikel/konten website yang menghasilkan traffic yang tinggiMelakukan optimasi on-site untuk meningkatkan Click Through Rate (CTR)Monitoring dan mengevaluasi SEO performance berdasarkan key metricsMelakukan riset kata kunci menggunakan tools SEO seperti, Ahrefs, Google Trends, Keyword Planner, dan SemrushMenganalisa website baik dari sudut pandang mesin pencari dan user untuk memaksimalkan optimasi websiteMembuat laporan secara terperinci mengenai kinerja website yang sudah dioptimasiMeningkatkan serta mempertahankan aspek seperti profil, traffic dan interaksi dengan pengguna yang menentukan ranking web di mesin pencarianMengkoordinasikan segala hal yang berkaitan dengan digital marketing channelBerkolaborasi dengan tim Content Writer dalam pembuatan desain content",0530bacf-18ce-4cb5-8315-b26c8dce47d1,2024-03-01T00:00:00+07:00,4,HYBRID,Kab. Malang,[],2,0,"['SEO', 'Analythic Skills', 'Critical Thinking']",https://career.sekawanmedia.co.id/magang/,True,False,False,False,False,False,,,300000.0
,16a54d42-57ad-4857-aa57-0f4c532eec4a,Content Writer,Membuat dan merancang content planning setiap bulanMembuat konten artikel di halaman blog sesuai standar SEO friendlyMengelola artikel di WordPressMengerjakan aktivitas keyword research untuk optimasi kontenMembuat report untuk analisa performa website,0530bacf-18ce-4cb5-8315-b26c8dce47d1,2024-03-01T00:00:00+07:00,4,HYBRID,Kab. Malang,[],2,0,"['SEO Writing', 'Content Writing', 'Wordpress', 'Google Workspace']",https://career.sekawanmedia.co.id/magang/,True,False,False,False,False,False,,,300000.0
,28356c77-697b-4b6d-8dcb-2e25cac9f738,Visual Designer,"Position: Intern - Visual DesignerInternship Period: March - July 2024---Key Responsibilities:1.    Collaborate with the creative team to conceptualize and design visually appealing graphics for various projects.2.    Assist in creating marketing materials, including social media graphics, promotional banners, and other visual content.3.    Work with design software to bring ideas to life and ensure a cohesive visual identity.4.    Support the development of engaging and innovative designs for digital and print media.5.    Contribute to brainstorming sessions and provide creative input for design projects.6.    Assist in maintaining brand consistency across all visual elements.---Qualifications:1.    Currently enrolled in a relevant undergraduate program (Graphic Design, Visual Communication, Fine Arts, or related fields).2.    Proficiency in graphic design software such as Adobe Creative Suite (Photoshop, Illustrator, InDesign).3.    Strong creativity and a keen eye for detail in visual design.4.    Passion for staying updated with design trends and emerging technologies.5.    Excellent communication and collaboration skills.6.    Ability to work within a team and take constructive feedback positively.---Benefits:1.    Gain hands-on experience in graphic design within a dynamic creative environment.2.    Work closely with a supportive team and learn from experienced professionals.3.    Opportunity for skill development and networking within the creative industry.4.    Certificate of Internship upon successful completion.---We are excited to welcome passionate individuals who are eager to contribute their creative flair to the world of design at PT. Shakran Kreasi Indonesia.---PT. Shakran Kreasi Indonesia Jalan Kyai Ahmad Sahid, Pokoh, Wedomartani, Ngemplak, Sleman Yogyakarta, Indonesia. 55584 https://shakrankreasi.com/karirE-mail: karir@shakrankreative.com cc: creative@shakrankreasi.com",0487b1fb-7fc5-4786-a9a4-2ad82c18c640,2024-03-01T00:00:00+07:00,5,HYBRID,Kab. Sleman,"['Jurnalisme, Komunikasi, dan Media', 'Seni dan Desain']",3,6,"['Komunikasi', 'Operasional', 'Kreatif', 'Administrasi']",,False,False,False,False,False,False,,,
,e0a8e3bf-d372-45be-b666-0a374193c014,Tech Writer,"General RequirementsPendidikan minimal SMA/SMK-sederajat, D3/S1 semua jurusanMemiliki laptop pribadiLama Magang minimal 4 bulanPenempatan di Kota MalangDapat bekerja secara individu ataupun timMemiliki kemampuan berbahasa Inggris cukup (verbal maupun oral)Menguasai berbagai program Microsoft OfficeMampu berkomunikasi dengan baikMampu dalam membuat dokumen kebutuhan projectLatar belakang jurusan Informatika/Sistem InformasiMemiliki pengetahuan dan keterampilan teknologi komputer, bahasa pemrograman dan teknik pengolahan dataMemiliki keterampilan dalam menggunakan alat dan teknik untuk mengembangkan aplikasi software dan hardware, teknologi komunikasi data, bahasa-bahasa pemrograman, dan sistem operasiMemiliki pengetahuan tentang user atau bisnis secara umumMampu mengoperasikan draw.io dan FigmaJob DescriptionMembuat dokumen teknis aplikasi seperti business process, user flow dan lainnya sesuai arahan system analystMembuat laporan/dokumentasi projectMembuat panduan/guide produk/project",0530bacf-18ce-4cb5-8315-b26c8dce47d1,2024-03-01T00:00:00+07:00,4,HYBRID,Kab. Malang,[],2,0,"['Draw.Io', 'Figma', 'User Flow', 'Ms. Office']",https://career.sekawanmedia.co.id/magang/,True,False,False,False,False,False,,,300000.0
,6f8d76a0-9bf8-455b-8ae8-0f387c0ee53d,Manajerial Intern,"Peserta akan belajar dan acting as Supervisor di berbagai Departemen dan menjalankan tugas-tugas sebagai : a. Operasional (Cabang Klinik Gigi)b. Financec. Human Resources Developmentd. Purchasinge. Marketing Peserta berkesempatan untuk belajar sekaligus melaksanakan tugas-tugas managerial dibawah bimbingan orang-orang yang berpengalaman. Disediakan juga waktu khusus untuk konsultasi atau pembelajaran untuk mengembangkan kompetensi managerial.Peserta akan dilengkapi dan difasilitasi dengan Laptop Perusahaan. Jam Kerja :Hari Senin - Jumat08.00 - 17.00 WIBLokasi : Jalan Alternatif Cibubur, Ruko City Walk Citra Grand Blok CW 7 No.20 , Jatisampurna, Bekasi",1a8c4d72-33f3-4505-8abd-a13ad650c68d,2024-04-01T00:00:00+07:00,3,WFO,Kota Bekasi,"['Ekonomi', 'Kedokteran Gigi']",5,5,"['Administrasi', 'Operasional', 'Komunikasi', 'Kreatif', 'managerial']",recruitment.talenta.co/damessa/NXU0S0VlRldHaGdwcUZxb2lXS3lrdz09,True,True,True,False,False,False,,,1200000.0
,ba888e0a-a61e-471f-8e2b-32badfb8a32c,Internship Admin Finance_Yogyakarta,"Melakukan analisa transaksi keuangan day to dayMelakukan pemprosesan transaksi ke dashboard excelMelakukan dokumentasi evidence transaksi financeMelakukan pembuatan summary transaksi masuk dan keluar mingguanRequirement:Lulusan SMK akuntansi/perkantoran, atau mahasiswa tingkat akhir jurusan Administrasi Perkantoran atau AkuntansiBerpengalaman dalam bidang administratif/pengarsipanDapat mengoperasikan komputer dan basic ms officeRajin, teliti, cekatan, rapiKomunikatifBersedia Work From Office di kantor Yogyakarta",ebef4207-72ef-48e4-bc09-4c1fc00104c7,2024-03-01T00:00:00+07:00,3,WFO,Kota Yogyakarta,[],2,0,[],,False,False,False,False,False,False,,,
,e63e51d1-a68e-4980-ab35-6c7a9dfed3be,KOL Specialist Intern,"We are seeking a dynamic and enthusiastic individual to join our team as a KOL (Key Opinion Leader) Specialist Intern. This internship offers an exciting opportunity to gain hands-on experience in influencer marketing and digital branding within our organization, PT DIPDOP UNIVERSE CORP.Responsibilities:Identifying and Researching Key Opinion Leaders: Assist in identifying potential Key Opinion Leaders (KOLs) across various industries and social media platforms. Conduct research to evaluate their relevance, reach, and engagement with target audiences.Building and Maintaining Relationships: Support the KOL Specialist in establishing and maintaining relationships with identified influencers. Assist in communication efforts, including outreach, negotiation, and coordination of partnerships and collaborations.Content Coordination: Assist in coordinating content creation and delivery schedules with KOLs, ensuring alignment with brand objectives and messaging. Monitor content performance and provide insights for optimization.Campaign Support: Collaborate with cross-functional teams to support the execution of influencer marketing campaigns. Assist in campaign planning, tracking, and reporting activities.Market Analysis: Conduct market analysis and stay updated on industry trends and best practices in influencer marketing. Provide recommendations for enhancing influencer strategies and tactics.Qualifications:Currently enrolled in a Bachelor's or Master's degree program in Marketing, Communications, Business, or related field.Strong interest in influencer marketing, digital branding, and social media.Excellent communication and interpersonal skills.Detail-oriented with strong organizational and time management abilities.Proficiency in Microsoft Office suite (Word, Excel, PowerPoint).Ability to work independently as well as collaboratively in a team environment.Duration:This internship is a [3]-month commitment, with the possibility of extension based on performance and organizational needs. The internship will provide valuable hands-on experience and the opportunity to contribute to meaningful projects within our company.Benefits:Hands-on experience in influencer marketing and digital branding.Exposure to industry professionals and networking opportunities.Opportunity to contribute to impactful projects and campaigns.Mentorship and guidance from experienced professionals in the field.Potential for career advancement within the organization based on performance and availability of positions.Application Instructions:To apply for the KOL Specialist Intern position, please submit your resume and a cover letter outlining your interest in influencer marketing and why you are a suitable candidate for this internship. Additionally, include any relevant experience or coursework related to marketing, communications, or digital media.",921b872b-4268-4333-b5a0-dd3b814cc146,2024-03-01T00:00:00+07:00,3,WFH,Kab. Jember,[],5,0,[],,False,False,False,False,False,False,,,
,c1dd08f6-91fc-4ae7-b226-f07977741175,ARTIFISIAL INTELEGENT FOR BUSINESS AND MARKETING,"Kegiatan Magang Mahasiswa Bidang Artificial Intelligence untuk Marketing UMKMTingkatkan Potensi UMKM dengan Artificial Intelligence!Total Media membuka kesempatan magang bagi mahasiswa yang ingin berkontribusi dalam pengembangan dan penerapan Artificial Intelligence (AI) untuk membantu UMKM di Indonesia.Di program magang ini, kamu akan belajar dan mempraktikkan berbagai teknik AI untuk membantu UMKM dalam meningkatkan strategi marketing mereka, seperti:Analisis data konsumen: Kamu akan belajar bagaimana menggunakan AI untuk menganalisis data konsumen dan memahami kebutuhan mereka.Personalisasi marketing: Kamu akan belajar bagaimana menggunakan AI untuk membuat personalized marketing campaigns yang lebih efektif.Chatbots dan virtual assistants: Kamu akan belajar bagaimana membangun chatbots dan virtual assistants untuk membantu UMKM dalam melayani pelanggan mereka.Rekomendasi produk: Kamu akan belajar bagaimana menggunakan AI untuk memberikan rekomendasi produk yang relevan kepada pelanggan.Otomasi marketing: Kamu akan belajar bagaimana menggunakan AI untuk mengotomatisasi tugas-tugas marketing yang berulang.Benefit Magang:Mendapatkan pengalaman kerja nyata di bidang AI dan marketing: Kamu akan belajar dari praktisi AI dan marketing yang berpengalaman.Meningkatkan skill AI dan marketing: Kamu akan mendapatkan pelatihan dan workshop untuk meningkatkan skill AI dan marketingmu.Membangun portfolio AI dan marketing: Kamu akan mendapatkan kesempatan untuk mengerjakan project nyata dan membangun portfolio AI dan marketingmu.Mendapatkan jaringan profesional: Kamu akan bertemu dengan banyak orang di bidang AI dan marketing dan membangun jaringan profesionalmu.Berkontribusi dalam membantu UMKM: Kamu akan membantu UMKM di Indonesia dalam meningkatkan strategi marketing mereka dan mengembangkan bisnis mereka.Persyaratan Magang:Mahasiswa semester 5 atau 6 dari jurusan Ilmu Komputer, Teknik Informatika, Ekonomi  Bisnis, Multimedia atau jurusan lain yang relevan.Memiliki passion di bidang AI dan marketing.Memiliki kemampuan komunikasi dan interpersonal yang baik.Mampu bekerja secara mandiri dan dalam tim.Memiliki laptop dan koneksi internet yang stabil.Durasi Magang:6 bulan (dapat diperpanjang)Waktu Magang:08.00 - 17.00 WIBLokasi Magang:Jalan Raya Gadung No 5 Margomulyo Wage Taman Sidoarjo.Pendaftaran Magang:Kirimkan CV dan surat lamaranmu ke asabaraka@gmail.comdengan subjek ""Magang AI for Marketing UMKM"".Ayo, jangan lewatkan kesempatan emas ini untuk meningkatkan skill AI dan marketingmu dan berkontribusi dalam membantu UMKM di Indonesia!Tunggu apa lagi? Daftar sekarang!",0de8612b-da12-4b8e-8111-f40ad6628a33,2024-08-01T00:00:00+07:00,6,HYBRID,Kab. Sidoarjo,[],20,0,[],,False,False,False,False,False,False,,,
,1bd7f429-2560-4a72-bd35-d23390e860d3,DESAIN GRAFIS,"Jobdesc:Mendesain jersey, clothing, dan merchandiseMendesain menggunakan corelKreatifBenefit: Jam kerja flexibleSertifikat magang",c7746ff1-87de-47bb-a43f-6d63f521e07c,2024-02-01T00:00:00+07:00,5,WFH,Kota Surabaya,[],2,0,"['Kreatif', 'Komunikasi', 'Desain Grafis']",,False,False,False,False,False,False,,,
,25b99c84-c7e6-4203-92eb-d6382768e0fe,Konten Kreator,"Membuat dan mengelola konten di instagram dan tiktok. Mengedit konten reels/video di capcut, Membuat konten - konten yang bisa menarik orang untuk membeli produk. Membuat story setiap hari tentang kegiatan dan seputar bisnis apparel dan merchandising.",c7746ff1-87de-47bb-a43f-6d63f521e07c,2024-02-01T00:00:00+07:00,6,HYBRID,Kota Surabaya,[],2,0,"['Kreatif', 'Komunikasi', 'Pemahaman Industri', 'Pemahaman Pasar', 'Pemasaran Produk']",,True,False,False,False,False,False,,,150000.0
,bcafc524-64f5-4038-aeb8-566144f44da9,Desain Grafis,Mendesain apparel dan merchandising.,c7746ff1-87de-47bb-a43f-6d63f521e07c,2024-02-01T00:00:00+07:00,6,WFO,Kota Surabaya,[],2,0,"['Kreatif', 'Komunikasi', 'Kerjasama Tim', 'Pemahaman Industri']",,False,False,False,False,False,False,,,
,5a197486-4116-4344-9b32-eba07e3ace32,Illustrator,"Menggambar dengan style kartun untuk kebutuhan apparel, merchandise, dan sosmed. Wajib punya laptop dan tablet sendiri.",c7746ff1-87de-47bb-a43f-6d63f521e07c,2024-02-01T00:00:00+07:00,6,HYBRID,Kota Surabaya,[],3,0,"['Kreatif', 'Komunikasi', 'Desain Grafis', 'Kerjasama Tim', 'Kreativitas', 'Pemahaman Industri']",,False,False,False,False,False,False,,,
